	index	book.type	book.value	article.type	article.value	linkCount.datatype	linkCount.type	linkCount.value	gndId.type	gndId.value	publicationDate.datatype	publicationDate.type	publicationDate.value	bookLabel.xml:lang	bookLabel.type	bookLabel.value	authorLabel.xml:lang	authorLabel.type	authorLabel.value	languageLabel.xml:lang	languageLabel.type	languageLabel.value
400	16	uri	http://www.wikidata.org/entity/Q18518702	uri	https://en.wikipedia.org/wiki/Ann_Vickers	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1933-01-01T00:00:00Z	en	literal	Ann Vickers	en	literal	Sinclair Lewis	en	literal	English
401	0	uri	http://www.wikidata.org/entity/Q735319	uri	https://en.wikipedia.org/wiki/The_Forsyte_Saga	http://www.w3.org/2001/XMLSchema#integer	literal	19			http://www.w3.org/2001/XMLSchema#dateTime	literal	1906-01-01T00:00:00Z	en	literal	The Forsyte Saga	en	literal	John Galsworthy	en	literal	English
402	1	uri	http://www.wikidata.org/entity/Q3467424	uri	https://en.wikipedia.org/wiki/Justice_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1922-01-01T00:00:00Z	en	literal	Justice	en	literal	John Galsworthy			
403	2	uri	http://www.wikidata.org/entity/Q6694472	uri	https://en.wikipedia.org/wiki/Loyalties_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Loyalties	en	literal	John Galsworthy			
404	3	uri	http://www.wikidata.org/entity/Q7734225	uri	https://en.wikipedia.org/wiki/The_First_and_the_Last_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The First and the Last	en	literal	John Galsworthy			
405	4	uri	http://www.wikidata.org/entity/Q7764628	uri	https://en.wikipedia.org/wiki/The_Skin_Game_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	The Skin Game	en	literal	John Galsworthy			
406	5	uri	http://www.wikidata.org/entity/Q12038412	uri	https://en.wikipedia.org/wiki/A_Modern_Comedy	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	A Modern Comedy	en	literal	John Galsworthy			
407	6	uri	http://www.wikidata.org/entity/Q16977706	uri	https://en.wikipedia.org/wiki/In_Chancery	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	In Chancery	en	literal	John Galsworthy	en	literal	English
408	7	uri	http://www.wikidata.org/entity/Q16991843	uri	https://en.wikipedia.org/wiki/Escape_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Escape	en	literal	John Galsworthy			
409	8	uri	http://www.wikidata.org/entity/Q23747074	uri	https://en.wikipedia.org/wiki/The_Silver_Box	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Silver Box	en	literal	John Galsworthy			
410	9	uri	http://www.wikidata.org/entity/Q23747075	uri	https://en.wikipedia.org/wiki/Strife_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Strife	en	literal	John Galsworthy			
411	0	uri	http://www.wikidata.org/entity/Q99769227	uri	https://en.wikipedia.org/wiki/Dark_Avenues	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Dark Avenues	en	literal	Ivan Bunin	en	literal	Russian
412	1	uri	http://www.wikidata.org/entity/Q3224259	uri	https://en.wikipedia.org/wiki/The_Marsh_(2002_film)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	2002-01-01T00:00:00Z	en	literal	The Marsh	en	literal	Ivan Bunin			
413	2	uri	http://www.wikidata.org/entity/Q4067518	uri	https://en.wikipedia.org/wiki/Antonovka_Apples	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1900-01-01T00:00:00Z	en	literal	Antonov Apples	en	literal	Ivan Bunin	en	literal	Russian
414	3	uri	http://www.wikidata.org/entity/Q4146406	uri	https://en.wikipedia.org/wiki/The_Gentleman_from_San_Francisco	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1915-01-01T00:00:00Z	en	literal	The Gentleman from San Francisco	en	literal	Ivan Bunin	en	literal	Russian
415	4	uri	http://www.wikidata.org/entity/Q4332479	uri	https://en.wikipedia.org/wiki/Cursed_Days	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1926-01-01T00:00:00Z	en	literal	Cursed Days	en	literal	Ivan Bunin	en	literal	Russian
416	5	uri	http://www.wikidata.org/entity/Q4668575	uri	https://en.wikipedia.org/wiki/About_Chekhov	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1955-01-01T00:00:00Z	en	literal	About Chekhov	en	literal	Ivan Bunin	en	literal	Russian
417	6	uri	http://www.wikidata.org/entity/Q4915806	uri	https://en.wikipedia.org/wiki/Bird%27s_Shadow	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1931-01-01T00:00:00Z	en	literal	Bird's Shadow	en	literal	Ivan Bunin	en	literal	Russian
418	7	uri	http://www.wikidata.org/entity/Q5306683	uri	https://en.wikipedia.org/wiki/Dreams_(Ivan_Bunin)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1904-01-01T00:00:00Z	en	literal	Dreams	en	literal	Ivan Bunin	en	literal	Russian
419	8	uri	http://www.wikidata.org/entity/Q5309566	uri	https://en.wikipedia.org/wiki/Dry_Valley_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	3	literal	4445190-8	http://www.w3.org/2001/XMLSchema#dateTime	literal	1912-01-01T00:00:00Z	en	literal	Dry Valley	en	literal	Ivan Bunin	en	literal	Russian
420	9	uri	http://www.wikidata.org/entity/Q6009006	uri	https://en.wikipedia.org/wiki/In_August	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	In August	en	literal	Ivan Bunin	en	literal	Russian
421	10	uri	http://www.wikidata.org/entity/Q6675908	uri	https://en.wikipedia.org/wiki/Loopy_Ears	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1917-01-01T00:00:00Z	en	literal	Loopy Ears	en	literal	Ivan Bunin	en	literal	Russian
422	11	uri	http://www.wikidata.org/entity/Q6812969	uri	https://en.wikipedia.org/wiki/Meliton_(Ivan_Bunin)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Meliton	en	literal	Ivan Bunin	en	literal	Russian
423	12	uri	http://www.wikidata.org/entity/Q6883612	uri	https://en.wikipedia.org/wiki/Mitya%27s_Love	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1925-01-01T00:00:00Z	en	literal	Mitya's Love	en	literal	Ivan Bunin	en	literal	Russian
424	13	uri	http://www.wikidata.org/entity/Q7772632	uri	https://en.wikipedia.org/wiki/The_Village_(Bunin_novel)	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	The Village	en	literal	Ivan Bunin	en	literal	Russian
425	14	uri	http://www.wikidata.org/entity/Q16386684	uri	https://en.wikipedia.org/wiki/The_Life_of_Arseniev	http://www.w3.org/2001/XMLSchema#integer	literal	4	literal	4445187-8	http://www.w3.org/2001/XMLSchema#dateTime	literal	1952-01-01T00:00:00Z	en	literal	The Life of Arseniev	en	literal	Ivan Bunin	en	literal	Russian
426	0	uri	http://www.wikidata.org/entity/Q628889	uri	https://en.wikipedia.org/wiki/Right_You_Are_(if_you_think_so)	http://www.w3.org/2001/XMLSchema#integer	literal	12	literal	4255169-9				en	literal	Così è	en	literal	Luigi Pirandello	en	literal	Italian
427	1	uri	http://www.wikidata.org/entity/Q641651	uri	https://en.wikipedia.org/wiki/Six_Characters_in_Search_of_an_Author	http://www.w3.org/2001/XMLSchema#integer	literal	27			http://www.w3.org/2001/XMLSchema#dateTime	literal	1921-01-01T00:00:00Z	en	literal	Six Characters in Search of an Author	en	literal	Luigi Pirandello	en	literal	Italian
428	2	uri	http://www.wikidata.org/entity/Q667340	uri	https://en.wikipedia.org/wiki/Henry_IV_(Pirandello)	http://www.w3.org/2001/XMLSchema#integer	literal	14			http://www.w3.org/2001/XMLSchema#dateTime	literal	1922-01-01T00:00:00Z	en	literal	Henry IV	en	literal	Luigi Pirandello	en	literal	Italian
429	3	uri	http://www.wikidata.org/entity/Q1131904	uri	https://en.wikipedia.org/wiki/The_Turn_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1902-01-01T00:00:00Z	en	literal	The Turn	en	literal	Luigi Pirandello	en	literal	Italian
430	4	uri	http://www.wikidata.org/entity/Q1632269	uri	https://en.wikipedia.org/wiki/The_Late_Mattia_Pascal	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1904-01-01T00:00:00Z	en	literal	The Late Mattia Pascal	en	literal	Luigi Pirandello	en	literal	Italian
431	5	uri	http://www.wikidata.org/entity/Q3021244	uri	https://en.wikipedia.org/wiki/One,_No_One_and_One_Hundred_Thousand	http://www.w3.org/2001/XMLSchema#integer	literal	5	literal	4411927-6	http://www.w3.org/2001/XMLSchema#dateTime	literal	1926-01-01T00:00:00Z	en	literal	One, No one and One Hundred Thousand	en	literal	Luigi Pirandello	en	literal	Italian
432	6	uri	http://www.wikidata.org/entity/Q3241764	uri	https://en.wikipedia.org/wiki/Liol%C3%A0	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	Liola	en	literal	Luigi Pirandello	en	literal	Italian
433	7	uri	http://www.wikidata.org/entity/Q3676318	uri	https://en.wikipedia.org/wiki/Each_In_His_Own_Way	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Each In His Own Way	en	literal	Luigi Pirandello	en	literal	Italian
434	8	uri	http://www.wikidata.org/entity/Q3794181	uri	https://en.wikipedia.org/wiki/The_Rules_of_the_Game_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	The rules of the game	en	literal	Luigi Pirandello	en	literal	Italian
435	9	uri	http://www.wikidata.org/entity/Q3819063	uri	https://en.wikipedia.org/wiki/L%27Esclusa	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1908-01-01T00:00:00Z	en	literal	L'Esclusa	en	literal	Luigi Pirandello	en	literal	Italian
436	10	uri	http://www.wikidata.org/entity/Q3820016	uri	https://en.wikipedia.org/wiki/The_Man_with_the_Flower_in_His_Mouth	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	The Man with the Flower in His Mouth	en	literal	Luigi Pirandello	en	literal	Italian
437	11	uri	http://www.wikidata.org/entity/Q3927728	uri	https://en.wikipedia.org/wiki/Tonight_We_Improvise	http://www.w3.org/2001/XMLSchema#integer	literal	4	literal	4522286-1				en	literal	Tonight We Improvise	en	literal	Luigi Pirandello	en	literal	Italian
438	0	uri	http://www.wikidata.org/entity/Q4728760	uri	https://en.wikipedia.org/wiki/All_God%27s_Chillun_Got_Wings_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1924-01-01T00:00:00Z	en	literal	All God's Chillun Got Wings	en	literal	Eugene O'Neill			
439	1	uri	http://www.wikidata.org/entity/Q5319105	uri	https://en.wikipedia.org/wiki/Dynamo_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Dynamo	en	literal	Eugene O'Neill			
440	2	uri	http://www.wikidata.org/entity/Q5933517	uri	https://en.wikipedia.org/wiki/Hughie	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Hughie	en	literal	Eugene O'Neill			
441	3	uri	http://www.wikidata.org/entity/Q6505913	uri	https://en.wikipedia.org/wiki/Lazarus_Laughed	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Lazarus Laughed	en	literal	Eugene O'Neill			
442	4	uri	http://www.wikidata.org/entity/Q6911052	uri	https://en.wikipedia.org/wiki/More_Stately_Mansions	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	More Stately Mansions	en	literal	Eugene O'Neill			
443	5	uri	http://www.wikidata.org/entity/Q7621410	uri	https://en.wikipedia.org/wiki/Strange_Interlude	http://www.w3.org/2001/XMLSchema#integer	literal	7						en	literal	Strange Interlude	en	literal	Eugene O'Neill	en	literal	English
444	6	uri	http://www.wikidata.org/entity/Q7737784	uri	https://en.wikipedia.org/wiki/The_Great_God_Brown	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	The Great God Brown	en	literal	Eugene O'Neill			
445	7	uri	http://www.wikidata.org/entity/Q18351234	uri	https://en.wikipedia.org/wiki/In_the_Zone_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1957-04-04T00:00:00Z	en	literal	In the Zone	en	literal	Eugene O'Neill	en	literal	English
446	8	uri	http://www.wikidata.org/entity/Q27927016	uri	https://en.wikipedia.org/wiki/The_Straw_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Straw	en	literal	Eugene O'Neill			
447	9	uri	http://www.wikidata.org/entity/Q257921	uri	https://en.wikipedia.org/wiki/The_Hairy_Ape	http://www.w3.org/2001/XMLSchema#integer	literal	6						en	literal	The Hairy Ape	en	literal	Eugene O'Neill	en	literal	English
448	10	uri	http://www.wikidata.org/entity/Q618430	uri	https://en.wikipedia.org/wiki/Long_Day%27s_Journey_into_Night	http://www.w3.org/2001/XMLSchema#integer	literal	21			http://www.w3.org/2001/XMLSchema#dateTime	literal	1956-01-01T00:00:00Z	en	literal	Long Day's Journey into Night	en	literal	Eugene O'Neill	en	literal	English
449	11	uri	http://www.wikidata.org/entity/Q794360	uri	https://en.wikipedia.org/wiki/Beyond_the_Horizon_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	13						en	literal	Beyond the Horizon	en	literal	Eugene O'Neill			
450	12	uri	http://www.wikidata.org/entity/Q1758947	uri	https://en.wikipedia.org/wiki/Anna_Christie	http://www.w3.org/2001/XMLSchema#integer	literal	13			http://www.w3.org/2001/XMLSchema#dateTime	literal	1921-11-02T00:00:00Z	en	literal	Anna Christie	en	literal	Eugene O'Neill			
451	13	uri	http://www.wikidata.org/entity/Q2488744	uri	https://en.wikipedia.org/wiki/The_Emperor_Jones	http://www.w3.org/2001/XMLSchema#integer	literal	7						en	literal	The Emperor Jones	en	literal	Eugene O'Neill			
452	14	uri	http://www.wikidata.org/entity/Q2520460	uri	https://en.wikipedia.org/wiki/Mourning_Becomes_Electra	http://www.w3.org/2001/XMLSchema#integer	literal	12	literal	4444948-3				en	literal	Mourning Becomes Electra	en	literal	Eugene O'Neill			
453	15	uri	http://www.wikidata.org/entity/Q3210574	uri	https://en.wikipedia.org/wiki/A_Touch_of_the_Poet	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	A Touch of the Poet	en	literal	Eugene O'Neill			
454	16	uri	http://www.wikidata.org/entity/Q3443505	uri	https://en.wikipedia.org/wiki/A_Moon_for_the_Misbegotten	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1941-01-01T00:00:00Z	en	literal	A Moon for the Misbegotten	en	literal	Eugene O'Neill	en	literal	American English
455	17	uri	http://www.wikidata.org/entity/Q3521351	uri	https://en.wikipedia.org/wiki/The_Iceman_Cometh	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1939-01-01T00:00:00Z	en	literal	The Iceman Cometh	en	literal	Eugene O'Neill			
456	18	uri	http://www.wikidata.org/entity/Q4502184	uri	https://en.wikipedia.org/wiki/Desire_Under_the_Elms	http://www.w3.org/2001/XMLSchema#integer	literal	11	literal	1088042651				en	literal	Desire Under the Elms	en	literal	Eugene O'Neill	en	literal	English
457	19	uri	http://www.wikidata.org/entity/Q4502184	uri	https://en.wikipedia.org/wiki/Desire_Under_the_Elms	http://www.w3.org/2001/XMLSchema#integer	literal	11	literal	4302795-7				en	literal	Desire Under the Elms	en	literal	Eugene O'Neill	en	literal	English
458	0	uri	http://www.wikidata.org/entity/Q2915845	uri	https://en.wikipedia.org/wiki/The_Thibaults	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	1939-01-01T00:00:00Z	en	literal	The Thibaults	en	literal	Roger Martin du Gard	en	literal	French
459	0	uri	http://www.wikidata.org/entity/Q1169820	uri	https://en.wikipedia.org/wiki/Imperial_Woman	http://www.w3.org/2001/XMLSchema#integer	literal	3	literal	1143234251	http://www.w3.org/2001/XMLSchema#dateTime	literal	1956-01-01T00:00:00Z	en	literal	Imperial Woman	en	literal	Pearl S. Buck	en	literal	English
460	1	uri	http://www.wikidata.org/entity/Q1218608	uri	https://en.wikipedia.org/wiki/The_Good_Earth	http://www.w3.org/2001/XMLSchema#integer	literal	24	literal	4744321-2	http://www.w3.org/2001/XMLSchema#dateTime	literal	1931-03-02T00:00:00Z	en	literal	The Good Earth	en	literal	Pearl S. Buck	en	literal	English
461	2	uri	http://www.wikidata.org/entity/Q2219624	uri	https://en.wikipedia.org/wiki/Peony_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1948-01-01T00:00:00Z	en	literal	Peony	en	literal	Pearl S. Buck	en	literal	English
462	3	uri	http://www.wikidata.org/entity/Q4657416	uri	https://en.wikipedia.org/wiki/A_House_Divided_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1935-01-01T00:00:00Z	en	literal	A House Divided	en	literal	Pearl S. Buck	en	literal	English
463	4	uri	http://www.wikidata.org/entity/Q5099897	uri	https://en.wikipedia.org/wiki/China_Sky	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1941-01-01T00:00:00Z	en	literal	China Sky	en	literal	Pearl S. Buck	en	literal	English
464	5	uri	http://www.wikidata.org/entity/Q5329692	uri	https://en.wikipedia.org/wiki/East_Wind:_West_Wind	http://www.w3.org/2001/XMLSchema#integer	literal	9	literal	1042578117	http://www.w3.org/2001/XMLSchema#dateTime	literal	1930-01-01T00:00:00Z	en	literal	East Wind: West Wind	en	literal	Pearl S. Buck	en	literal	English
465	6	uri	http://www.wikidata.org/entity/Q5447865	uri	https://en.wikipedia.org/wiki/Fighting_Angel	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1936-01-01T00:00:00Z	en	literal	Fighting Angel	en	literal	Pearl S. Buck	en	literal	English
466	7	uri	http://www.wikidata.org/entity/Q6533556	uri	https://en.wikipedia.org/wiki/Letter_from_Peking	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1957-01-01T00:00:00Z	en	literal	Letter from Peking	en	literal	Pearl S. Buck	en	literal	English
467	8	uri	http://www.wikidata.org/entity/Q7562273	uri	https://en.wikipedia.org/wiki/Sons_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1932-06-01T00:00:00Z	en	literal	Sons	en	literal	Pearl S. Buck	en	literal	English
468	9	uri	http://www.wikidata.org/entity/Q7717852	uri	https://en.wikipedia.org/wiki/The_Big_Wave	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Big Wave	en	literal	Pearl S. Buck	en	literal	English
469	10	uri	http://www.wikidata.org/entity/Q7732793	uri	https://en.wikipedia.org/wiki/The_Exile_(Buck_book)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Exile	en	literal	Pearl S. Buck	en	literal	English
470	11	uri	http://www.wikidata.org/entity/Q7747877	uri	https://en.wikipedia.org/wiki/The_Living_Reed	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1963-01-01T00:00:00Z	en	literal	The Living Reed	en	literal	Pearl S. Buck	en	literal	English
471	12	uri	http://www.wikidata.org/entity/Q7752416	uri	https://en.wikipedia.org/wiki/The_Mother_(Pearl_S._Buck_novel)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1933-01-01T00:00:00Z	en	literal	The Mother	en	literal	Pearl S. Buck	en	literal	American English
472	13	uri	http://www.wikidata.org/entity/Q7766714	uri	https://en.wikipedia.org/wiki/The_Story_Bible	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1971-01-01T00:00:00Z	en	literal	The Story Bible	en	literal	Pearl S. Buck	en	literal	English
473	14	uri	http://www.wikidata.org/entity/Q14981139	uri	https://en.wikipedia.org/wiki/Dragon_Seed_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1942-01-01T00:00:00Z	en	literal	Dragon Seed	en	literal	Pearl S. Buck	en	literal	English
474	0	uri	http://www.wikidata.org/entity/Q3391567	uri	https://en.wikipedia.org/wiki/Ihmiset_suviy%C3%B6ss%C3%A4	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1934-01-01T00:00:00Z	en	literal	Ihmiset suviyössä	en	literal	Frans Eemil Sillanpää	en	literal	Finnish
475	0	uri	http://www.wikidata.org/entity/Q1758876	uri	https://en.wikipedia.org/wiki/The_Fall_of_the_King	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-01-01T00:00:00Z	en	literal	The Fall of the King	en	literal	Johannes V. Jensen	en	literal	German
476	1	uri	http://www.wikidata.org/entity/Q1758876	uri	https://en.wikipedia.org/wiki/The_Fall_of_the_King	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-01-01T00:00:00Z	en	literal	The Fall of the King	en	literal	Johannes V. Jensen	en	literal	Latin
477	2	uri	http://www.wikidata.org/entity/Q1758876	uri	https://en.wikipedia.org/wiki/The_Fall_of_the_King	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-01-01T00:00:00Z	en	literal	The Fall of the King	en	literal	Johannes V. Jensen	en	literal	Danish
478	3	uri	http://www.wikidata.org/entity/Q1758876	uri	https://en.wikipedia.org/wiki/The_Fall_of_the_King	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-01-01T00:00:00Z	en	literal	The Fall of the King	en	literal	Johannes V. Jensen	en	literal	Jutlandic
479	4	uri	http://www.wikidata.org/entity/Q7748220	uri	https://en.wikipedia.org/wiki/The_Long_Journey	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1908-01-01T00:00:00Z	en	literal	The Long Journey	en	literal	Johannes V. Jensen	en	literal	Danish
480	0	uri	http://www.wikidata.org/entity/Q56432421	uri	https://en.wikipedia.org/wiki/Sonetos_de_la_Muerte	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1915-02-01T00:00:00Z	en	literal	Sonetos de la Muerte	en	literal	Gabriela Mistral	en	literal	Spanish
481	0	uri	http://www.wikidata.org/entity/Q217073	uri	https://en.wikipedia.org/wiki/Steppenwolf_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	51	literal	4099234-2	http://www.w3.org/2001/XMLSchema#dateTime	literal	1927-01-01T00:00:00Z	en	literal	Steppenwolf	en	literal	Hermann Hesse	en	literal	German
482	1	uri	http://www.wikidata.org/entity/Q370698	uri	https://en.wikipedia.org/wiki/Journey_to_the_East	http://www.w3.org/2001/XMLSchema#integer	literal	12			http://www.w3.org/2001/XMLSchema#dateTime	literal	1932-01-01T00:00:00Z	en	literal	Journey to the East	en	literal	Hermann Hesse	en	literal	German
483	2	uri	http://www.wikidata.org/entity/Q442608	uri	https://en.wikipedia.org/wiki/Klingsor%27s_Last_Summer	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1920-01-01T00:00:00Z	en	literal	Klingsor's Last Summer	en	literal	Hermann Hesse	en	literal	German
484	3	uri	http://www.wikidata.org/entity/Q457289	uri	https://en.wikipedia.org/wiki/Siddhartha_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	52	literal	4131617-4	http://www.w3.org/2001/XMLSchema#dateTime	literal	1922-01-01T00:00:00Z	en	literal	Siddhartha	en	literal	Hermann Hesse	en	literal	German
485	4	uri	http://www.wikidata.org/entity/Q7621438	uri	https://en.wikipedia.org/wiki/Strange_News_from_Another_Star	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1915-01-01T00:00:00Z	en	literal	Strange News from Another Star	en	literal	Hermann Hesse	en	literal	German
486	5	uri	http://www.wikidata.org/entity/Q7727134	uri	https://en.wikipedia.org/wiki/The_Complete_Fairy_Tales_of_Hermann_Hesse	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1995-01-01T00:00:00Z	en	literal	The Complete Fairy Tales of Hermann Hesse	en	literal	Hermann Hesse	en	literal	English
487	6	uri	http://www.wikidata.org/entity/Q1325403	uri	https://en.wikipedia.org/wiki/Beneath_the_Wheel	http://www.w3.org/2001/XMLSchema#integer	literal	14	literal	4213257-5	http://www.w3.org/2001/XMLSchema#dateTime	literal	1906-01-01T00:00:00Z	en	literal	Beneath the Wheel	en	literal	Hermann Hesse	en	literal	German
488	7	uri	http://www.wikidata.org/entity/Q1502926	uri	https://en.wikipedia.org/wiki/Narcissus_and_Goldmund	http://www.w3.org/2001/XMLSchema#integer	literal	24			http://www.w3.org/2001/XMLSchema#dateTime	literal	1930-01-01T00:00:00Z	en	literal	Narcissus and Goldmund	en	literal	Hermann Hesse	en	literal	German
489	8	uri	http://www.wikidata.org/entity/Q1515513	uri	https://en.wikipedia.org/wiki/Gertrud_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	12			http://www.w3.org/2001/XMLSchema#dateTime	literal	1910-01-01T00:00:00Z	en	literal	Gertrud	en	literal	Hermann Hesse	en	literal	German
490	9	uri	http://www.wikidata.org/entity/Q2171354	uri	https://en.wikipedia.org/wiki/Rosshalde	http://www.w3.org/2001/XMLSchema#integer	literal	8	literal	7754372-5	http://www.w3.org/2001/XMLSchema#dateTime	literal	1914-01-01T00:00:00Z	en	literal	Rosshalde	en	literal	Hermann Hesse	en	literal	German
491	10	uri	http://www.wikidata.org/entity/Q4171393	uri	https://en.wikipedia.org/wiki/Kinderseele	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1919-01-01T00:00:00Z	en	literal	Kinderseele	en	literal	Hermann Hesse	en	literal	German
492	11	uri	http://www.wikidata.org/entity/Q6944993	uri	https://en.wikipedia.org/wiki/My_Belief:_Essays_on_Life_and_Art	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1974-01-01T00:00:00Z	en	literal	My Belief: Essays on Life and Art	en	literal	Hermann Hesse	en	literal	English
493	12	uri	http://www.wikidata.org/entity/Q7092729	uri	https://en.wikipedia.org/wiki/One_Hour_After_Midnight	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	One Hour After Midnight	en	literal	Hermann Hesse			
