	index	book.type	book.value	article.type	article.value	linkCount.datatype	linkCount.type	linkCount.value	gndId.type	gndId.value	publicationDate.datatype	publicationDate.type	publicationDate.value	bookLabel.xml:lang	bookLabel.type	bookLabel.value	authorLabel.xml:lang	authorLabel.type	authorLabel.value	languageLabel.xml:lang	languageLabel.type	languageLabel.value
788	3	uri	http://www.wikidata.org/entity/Q3296810	uri	https://en.wikipedia.org/wiki/Palm-of-the-Hand_Stories	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1971-03-15T00:00:00Z	en	literal	Palm-of-the-Hand Stories	en	literal	Yasunari Kawabata	en	literal	Japanese
789	4	uri	http://www.wikidata.org/entity/Q7092452	uri	https://en.wikipedia.org/wiki/One_Arm	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1964-01-01T00:00:00Z	en	literal	One Arm	en	literal	Yasunari Kawabata	en	literal	Japanese
790	5	uri	http://www.wikidata.org/entity/Q7092452	uri	https://en.wikipedia.org/wiki/One_Arm	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1965-10-01T00:00:00Z	en	literal	One Arm	en	literal	Yasunari Kawabata	en	literal	Japanese
791	6	uri	http://www.wikidata.org/entity/Q7762423	uri	https://en.wikipedia.org/wiki/The_Scarlet_Gang_of_Asakusa	http://www.w3.org/2001/XMLSchema#integer	literal	5	literal	4592239-1	http://www.w3.org/2001/XMLSchema#dateTime	literal	1930-01-01T00:00:00Z	en	literal	The Scarlet Gang of Asakusa	en	literal	Yasunari Kawabata	en	literal	Japanese
792	7	uri	http://www.wikidata.org/entity/Q11271476	uri	https://en.wikipedia.org/wiki/Tanpopo_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1972-09-30T00:00:00Z	en	literal	Tanpopo	en	literal	Yasunari Kawabata	en	literal	Japanese
793	8	uri	http://www.wikidata.org/entity/Q588686	uri	https://en.wikipedia.org/wiki/The_House_of_the_Sleeping_Beauties	http://www.w3.org/2001/XMLSchema#integer	literal	13			http://www.w3.org/2001/XMLSchema#dateTime	literal	1961-01-01T00:00:00Z	en	literal	The House of the Sleeping Beauties	en	literal	Yasunari Kawabata	en	literal	Japanese
794	9	uri	http://www.wikidata.org/entity/Q1062201	uri	https://en.wikipedia.org/wiki/The_Old_Capital	http://www.w3.org/2001/XMLSchema#integer	literal	13			http://www.w3.org/2001/XMLSchema#dateTime	literal	1962-01-01T00:00:00Z	en	literal	The Old Capital	en	literal	Yasunari Kawabata	en	literal	Japanese
795	10	uri	http://www.wikidata.org/entity/Q1062201	uri	https://en.wikipedia.org/wiki/The_Old_Capital	http://www.w3.org/2001/XMLSchema#integer	literal	13			http://www.w3.org/2001/XMLSchema#dateTime	literal	1962-06-25T00:00:00Z	en	literal	The Old Capital	en	literal	Yasunari Kawabata	en	literal	Japanese
796	11	uri	http://www.wikidata.org/entity/Q1132230	uri	https://en.wikipedia.org/wiki/Thousand_Cranes	http://www.w3.org/2001/XMLSchema#integer	literal	15			http://www.w3.org/2001/XMLSchema#dateTime	literal	1952-01-01T00:00:00Z	en	literal	Thousand Cranes	en	literal	Yasunari Kawabata	en	literal	Japanese
797	12	uri	http://www.wikidata.org/entity/Q1376060	uri	https://en.wikipedia.org/wiki/Snow_Country	http://www.w3.org/2001/XMLSchema#integer	literal	16	literal	4249748-6	http://www.w3.org/2001/XMLSchema#dateTime	literal	1935-01-01T00:00:00Z	en	literal	Snow Country	en	literal	Yasunari Kawabata	en	literal	Japanese
798	13	uri	http://www.wikidata.org/entity/Q1376060	uri	https://en.wikipedia.org/wiki/Snow_Country	http://www.w3.org/2001/XMLSchema#integer	literal	16	literal	4249748-6	http://www.w3.org/2001/XMLSchema#dateTime	literal	1937-06-12T00:00:00Z	en	literal	Snow Country	en	literal	Yasunari Kawabata	en	literal	Japanese
799	14	uri	http://www.wikidata.org/entity/Q2303748	uri	https://en.wikipedia.org/wiki/The_Master_of_Go	http://www.w3.org/2001/XMLSchema#integer	literal	15	literal	4663313-3	http://www.w3.org/2001/XMLSchema#dateTime	literal	1951-01-01T00:00:00Z	en	literal	The Master of Go	en	literal	Yasunari Kawabata	en	literal	Japanese
800	15	uri	http://www.wikidata.org/entity/Q2303748	uri	https://en.wikipedia.org/wiki/The_Master_of_Go	http://www.w3.org/2001/XMLSchema#integer	literal	15	literal	4663313-3	http://www.w3.org/2001/XMLSchema#dateTime	literal	1954-07-10T00:00:00Z	en	literal	The Master of Go	en	literal	Yasunari Kawabata	en	literal	Japanese
801	16	uri	http://www.wikidata.org/entity/Q2604594	uri	https://en.wikipedia.org/wiki/Beauty_and_Sadness_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	1964-01-01T00:00:00Z	en	literal	Beauty and Sadness	en	literal	Yasunari Kawabata	en	literal	Japanese
802	17	uri	http://www.wikidata.org/entity/Q2604594	uri	https://en.wikipedia.org/wiki/Beauty_and_Sadness_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	1965-02-20T00:00:00Z	en	literal	Beauty and Sadness	en	literal	Yasunari Kawabata	en	literal	Japanese
803	18	uri	http://www.wikidata.org/entity/Q2604594	uri	https://en.wikipedia.org/wiki/Beauty_and_Sadness_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	1981-01-01T00:00:00Z	en	literal	Beauty and Sadness	en	literal	Yasunari Kawabata	en	literal	Japanese
804	19	uri	http://www.wikidata.org/entity/Q3109211	uri	https://en.wikipedia.org/wiki/The_Sound_of_the_Mountain	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	1954-01-01T00:00:00Z	en	literal	The Sound of the Mountain	en	literal	Yasunari Kawabata	en	literal	Japanese
805	20	uri	http://www.wikidata.org/entity/Q3276314	uri	https://en.wikipedia.org/wiki/The_Dancing_Girl_of_Izu	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1926-01-01T00:00:00Z	en	literal	The Dancing Girl of Izu	en	literal	Yasunari Kawabata	en	literal	Japanese
806	21	uri	http://www.wikidata.org/entity/Q3276314	uri	https://en.wikipedia.org/wiki/The_Dancing_Girl_of_Izu	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1927-03-20T00:00:00Z	en	literal	The Dancing Girl of Izu	en	literal	Yasunari Kawabata	en	literal	Japanese
807	0	uri	http://www.wikidata.org/entity/Q19871	uri	https://en.wikipedia.org/wiki/Waiting_for_Godot	http://www.w3.org/2001/XMLSchema#integer	literal	64	literal	4201228-4	http://www.w3.org/2001/XMLSchema#dateTime	literal	1952-01-01T00:00:00Z	en	literal	Waiting for Godot	en	literal	Samuel Beckett	en	literal	French
808	1	uri	http://www.wikidata.org/entity/Q19871	uri	https://en.wikipedia.org/wiki/Waiting_for_Godot	http://www.w3.org/2001/XMLSchema#integer	literal	64	literal	4201228-4	http://www.w3.org/2001/XMLSchema#dateTime	literal	1952-01-01T00:00:00Z	en	literal	Waiting for Godot	en	literal	Samuel Beckett	en	literal	Welsh
809	2	uri	http://www.wikidata.org/entity/Q264451	uri	https://en.wikipedia.org/wiki/The_Unnamable_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	1953-01-01T00:00:00Z	en	literal	The Unnamable	en	literal	Samuel Beckett	en	literal	French
810	3	uri	http://www.wikidata.org/entity/Q269368	uri	https://en.wikipedia.org/wiki/More_Pricks_Than_Kicks	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1934-01-01T00:00:00Z	en	literal	More Pricks Than Kicks	en	literal	Samuel Beckett	en	literal	English
811	4	uri	http://www.wikidata.org/entity/Q421763	uri	https://en.wikipedia.org/wiki/Act_Without_Words_I	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1956-01-01T00:00:00Z	en	literal	Act Without Words I	en	literal	Samuel Beckett	en	literal	French
812	5	uri	http://www.wikidata.org/entity/Q421767	uri	https://en.wikipedia.org/wiki/Act_Without_Words_II	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1959-01-01T00:00:00Z	en	literal	Act Without Words II	en	literal	Samuel Beckett			
813	6	uri	http://www.wikidata.org/entity/Q498529	uri	https://en.wikipedia.org/wiki/How_It_Is	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1961-01-01T00:00:00Z	en	literal	How It Is	en	literal	Samuel Beckett	en	literal	French
814	7	uri	http://www.wikidata.org/entity/Q540991	uri	https://en.wikipedia.org/wiki/Malone_Dies	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	1951-01-01T00:00:00Z	en	literal	Malone Dies	en	literal	Samuel Beckett	en	literal	French
815	8	uri	http://www.wikidata.org/entity/Q754217	uri	https://en.wikipedia.org/wiki/Breath_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	8						en	literal	Breath	en	literal	Samuel Beckett	en	literal	English
816	9	uri	http://www.wikidata.org/entity/Q868877	uri	https://en.wikipedia.org/wiki/Ohio_Impromptu	http://www.w3.org/2001/XMLSchema#integer	literal	6						en	literal	Ohio Impromptu	en	literal	Samuel Beckett	en	literal	English
817	10	uri	http://www.wikidata.org/entity/Q930481	uri	https://en.wikipedia.org/wiki/Rockaby	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	Rockaby	en	literal	Samuel Beckett	en	literal	English
818	11	uri	http://www.wikidata.org/entity/Q1093164	uri	https://en.wikipedia.org/wiki/Eh_Joe	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1965-01-01T00:00:00Z	en	literal	Eh Joe	en	literal	Samuel Beckett	en	literal	English
819	12	uri	http://www.wikidata.org/entity/Q1144813	uri	https://en.wikipedia.org/wiki/Come_and_Go	http://www.w3.org/2001/XMLSchema#integer	literal	8	literal	4576827-4				en	literal	Come and Go	en	literal	Samuel Beckett	en	literal	English
820	13	uri	http://www.wikidata.org/entity/Q1158179	uri	https://en.wikipedia.org/wiki/That_Time	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1975-01-01T00:00:00Z	en	literal	That Time	en	literal	Samuel Beckett	en	literal	English
821	14	uri	http://www.wikidata.org/entity/Q1171426	uri	https://en.wikipedia.org/wiki/Krapp%27s_Last_Tape	http://www.w3.org/2001/XMLSchema#integer	literal	12	literal	4425910-4				en	literal	Krapp's Last Tape	en	literal	Samuel Beckett	en	literal	English
822	15	uri	http://www.wikidata.org/entity/Q1175468	uri	https://en.wikipedia.org/wiki/Dream_of_Fair_to_Middling_Women	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1992-01-01T00:00:00Z	en	literal	Dream of Fair to Middling Women	en	literal	Samuel Beckett	en	literal	English
823	16	uri	http://www.wikidata.org/entity/Q1189196	uri	https://en.wikipedia.org/wiki/Happy_Days_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	11	literal	4362309-8	http://www.w3.org/2001/XMLSchema#dateTime	literal	1960-01-01T00:00:00Z	en	literal	Happy Days	en	literal	Samuel Beckett	en	literal	English
824	17	uri	http://www.wikidata.org/entity/Q1235448	uri	https://en.wikipedia.org/wiki/Endgame_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	15	literal	4312896-8				en	literal	Endgame	en	literal	Samuel Beckett	en	literal	French
825	18	uri	http://www.wikidata.org/entity/Q1366354	uri	https://en.wikipedia.org/wiki/Stories_and_Texts_for_Nothing	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	Stories and Texts for Nothing	en	literal	Samuel Beckett	en	literal	English
826	19	uri	http://www.wikidata.org/entity/Q1427408	uri	https://en.wikipedia.org/wiki/Play_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	9						en	literal	Play	en	literal	Samuel Beckett	en	literal	German
827	20	uri	http://www.wikidata.org/entity/Q1427408	uri	https://en.wikipedia.org/wiki/Play_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	9						en	literal	Play	en	literal	Samuel Beckett	en	literal	English
828	21	uri	http://www.wikidata.org/entity/Q1427408	uri	https://en.wikipedia.org/wiki/Play_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	9						en	literal	Play	en	literal	Samuel Beckett	en	literal	Welsh
829	22	uri	http://www.wikidata.org/entity/Q1431476	uri	https://en.wikipedia.org/wiki/Murphy_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1938-01-01T00:00:00Z	en	literal	Murphy	en	literal	Samuel Beckett	en	literal	French
830	23	uri	http://www.wikidata.org/entity/Q1431476	uri	https://en.wikipedia.org/wiki/Murphy_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1938-01-01T00:00:00Z	en	literal	Murphy	en	literal	Samuel Beckett	en	literal	English
831	24	uri	http://www.wikidata.org/entity/Q7268257	uri	https://en.wikipedia.org/wiki/Quad_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Quad	en	literal	Samuel Beckett	en	literal	English
832	25	uri	http://www.wikidata.org/entity/Q7370882	uri	https://en.wikipedia.org/wiki/Rough_for_Radio_II	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Rough for Radio II	en	literal	Samuel Beckett	en	literal	English
833	26	uri	http://www.wikidata.org/entity/Q7370884	uri	https://en.wikipedia.org/wiki/Rough_for_Theatre_I	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Rough for Theatre I	en	literal	Samuel Beckett	en	literal	French
834	27	uri	http://www.wikidata.org/entity/Q7370885	uri	https://en.wikipedia.org/wiki/Rough_for_Theatre_II	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Rough for Theatre II	en	literal	Samuel Beckett			
835	28	uri	http://www.wikidata.org/entity/Q7754925	uri	https://en.wikipedia.org/wiki/The_Old_Tune	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	The Old Tune	en	literal	Samuel Beckett	en	literal	English
836	29	uri	http://www.wikidata.org/entity/Q7797446	uri	https://en.wikipedia.org/wiki/Three_Dialogues	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Three Dialogues	en	literal	Samuel Beckett	en	literal	English
837	30	uri	http://www.wikidata.org/entity/Q7991429	uri	https://en.wikipedia.org/wiki/What_Where	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	What Where	en	literal	Samuel Beckett	en	literal	English
838	31	uri	http://www.wikidata.org/entity/Q8563528	uri	https://en.wikipedia.org/wiki/Fizzles	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1977-01-01T00:00:00Z	en	literal	Fizzles	en	literal	Samuel Beckett	en	literal	English
839	32	uri	http://www.wikidata.org/entity/Q12809916	uri	https://en.wikipedia.org/wiki/Ghost_Trio_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Ghost Trio	en	literal	Samuel Beckett	en	literal	English
840	33	uri	http://www.wikidata.org/entity/Q12810593	uri	https://en.wikipedia.org/wiki/The_Lost_Ones_(Beckett)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1970-01-01T00:00:00Z	en	literal	The Lost Ones	en	literal	Samuel Beckett	en	literal	French
841	34	uri	http://www.wikidata.org/entity/Q12811071	uri	https://en.wikipedia.org/wiki/Nacht_und_Tr%C3%A4ume_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Nacht und Träume	en	literal	Samuel Beckett	en	literal	English
842	35	uri	http://www.wikidata.org/entity/Q12811476	uri	https://en.wikipedia.org/wiki/Rough_for_Radio_I	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Rough for Radio I	en	literal	Samuel Beckett	en	literal	English
843	36	uri	http://www.wikidata.org/entity/Q12811982	uri	https://en.wikipedia.org/wiki/Words_and_Music_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Words and Music	en	literal	Samuel Beckett	en	literal	English
844	37	uri	http://www.wikidata.org/entity/Q17984495	uri	https://en.wikipedia.org/wiki/Echo%27s_Bones	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	2014-01-01T00:00:00Z	en	literal	Echo's Bones	en	literal	Samuel Beckett	en	literal	English
845	38	uri	http://www.wikidata.org/entity/Q1582096	uri	https://en.wikipedia.org/wiki/Footfalls	http://www.w3.org/2001/XMLSchema#integer	literal	5						en	literal	Footfalls	en	literal	Samuel Beckett	en	literal	English
846	39	uri	http://www.wikidata.org/entity/Q1770069	uri	https://en.wikipedia.org/wiki/Watt_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1953-01-01T00:00:00Z	en	literal	Watt	en	literal	Samuel Beckett	en	literal	English
847	40	uri	http://www.wikidata.org/entity/Q1971806	uri	https://en.wikipedia.org/wiki/Molloy_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1951-01-01T00:00:00Z	en	literal	Molloy	en	literal	Samuel Beckett	en	literal	French
848	41	uri	http://www.wikidata.org/entity/Q1971806	uri	https://en.wikipedia.org/wiki/Molloy_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1951-01-01T00:00:00Z	en	literal	Molloy	en	literal	Samuel Beckett	en	literal	French
849	42	uri	http://www.wikidata.org/entity/Q2007957	uri	https://en.wikipedia.org/wiki/First_Love_(short_story)	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1946-01-01T00:00:00Z	en	literal	First Love	en	literal	Samuel Beckett	en	literal	French
850	43	uri	http://www.wikidata.org/entity/Q2276262	uri	https://en.wikipedia.org/wiki/Not_I	http://www.w3.org/2001/XMLSchema#integer	literal	8						en	literal	Not I	en	literal	Samuel Beckett	en	literal	English
851	44	uri	http://www.wikidata.org/entity/Q2937128	uri	https://en.wikipedia.org/wiki/Worstward_Ho	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1983-01-01T00:00:00Z	en	literal	Worstward Ho	en	literal	Samuel Beckett	en	literal	English
852	45	uri	http://www.wikidata.org/entity/Q3281085	uri	https://en.wikipedia.org/wiki/Ill_Seen_Ill_Said	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1981-01-01T00:00:00Z	en	literal	Ill Seen Ill Said	en	literal	Samuel Beckett	en	literal	French
853	46	uri	http://www.wikidata.org/entity/Q3491449	uri	https://en.wikipedia.org/wiki/Stirrings_Still	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Stirrings Still	en	literal	Samuel Beckett			
854	47	uri	http://www.wikidata.org/entity/Q3561137	uri	https://en.wikipedia.org/wiki/Eleutheria_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	Eleutheria	en	literal	Samuel Beckett	en	literal	English
855	48	uri	http://www.wikidata.org/entity/Q3663320	uri	https://en.wikipedia.org/wiki/Catastrophe_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Catastrophe	en	literal	Samuel Beckett	en	literal	English
856	49	uri	http://www.wikidata.org/entity/Q3800795	uri	https://en.wikipedia.org/wiki/Our_Exagmination_Round_His_Factification_for_Incamination_of_Work_in_Progress	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1929-01-01T00:00:00Z	en	literal	Our Exagmination Round His Factification for Incamination of Work in Progress	en	literal	Samuel Beckett	en	literal	English
857	50	uri	http://www.wikidata.org/entity/Q3874319	uri	https://en.wikipedia.org/wiki/Neither_(short_story)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	neither	en	literal	Samuel Beckett			
858	51	uri	http://www.wikidata.org/entity/Q4545149	uri	https://en.wikipedia.org/wiki/..._but_the_clouds_...	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	... but the clouds ...	en	literal	Samuel Beckett	en	literal	English
859	52	uri	http://www.wikidata.org/entity/Q4658823	uri	https://en.wikipedia.org/wiki/A_Piece_of_Monologue	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	A Piece of Monologue	en	literal	Samuel Beckett	en	literal	English
860	53	uri	http://www.wikidata.org/entity/Q4729686	uri	https://en.wikipedia.org/wiki/All_Strange_Away	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1976-01-01T00:00:00Z	en	literal	All Strange Away	en	literal	Samuel Beckett	en	literal	English
861	54	uri	http://www.wikidata.org/entity/Q4729728	uri	https://en.wikipedia.org/wiki/All_That_Fall	http://www.w3.org/2001/XMLSchema#integer	literal	5						en	literal	All That Fall	en	literal	Samuel Beckett	en	literal	English
862	55	uri	http://www.wikidata.org/entity/Q4810332	uri	https://en.wikipedia.org/wiki/Assumption_(short_story)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Assumption	en	literal	Samuel Beckett			
863	56	uri	http://www.wikidata.org/entity/Q5048234	uri	https://en.wikipedia.org/wiki/Cascando	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Cascando	en	literal	Samuel Beckett	en	literal	English
864	57	uri	http://www.wikidata.org/entity/Q5155503	uri	https://en.wikipedia.org/wiki/Company_(novella)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1979-01-01T00:00:00Z	en	literal	Company	en	literal	Samuel Beckett	en	literal	English
865	58	uri	http://www.wikidata.org/entity/Q5282256	uri	https://en.wikipedia.org/wiki/Disjecta_(Beckett)	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Disjecta	en	literal	Samuel Beckett			
866	59	uri	http://www.wikidata.org/entity/Q5370037	uri	https://en.wikipedia.org/wiki/Embers	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Embers	en	literal	Samuel Beckett	en	literal	English
867	60	uri	http://www.wikidata.org/entity/Q5505588	uri	https://en.wikipedia.org/wiki/From_an_Abandoned_Work	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1956-01-01T00:00:00Z	en	literal	From an Abandoned Work	en	literal	Samuel Beckett	en	literal	French
868	61	uri	http://www.wikidata.org/entity/Q6002591	uri	https://en.wikipedia.org/wiki/Imagination_Dead_Imagine	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1965-01-01T00:00:00Z	en	literal	Imagination Dead Imagine	en	literal	Samuel Beckett	en	literal	French
869	62	uri	http://www.wikidata.org/entity/Q6531708	uri	https://en.wikipedia.org/wiki/Lessness_(short_story)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1969-01-01T00:00:00Z	en	literal	Lessness	en	literal	Samuel Beckett	en	literal	French
870	63	uri	http://www.wikidata.org/entity/Q6818495	uri	https://en.wikipedia.org/wiki/Mercier_and_Camier	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1970-01-01T00:00:00Z	en	literal	Mercier and Camier	en	literal	Samuel Beckett	en	literal	French
871	64	uri	http://www.wikidata.org/entity/Q7047572	uri	https://en.wikipedia.org/wiki/Nohow_On	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1989-01-01T00:00:00Z	en	literal	Nohow On	en	literal	Samuel Beckett	en	literal	English
872	65	uri	http://www.wikidata.org/entity/Q7195655	uri	https://en.wikipedia.org/wiki/Ping_(short_story)	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1966-01-01T00:00:00Z	en	literal	Ping	en	literal	Samuel Beckett	en	literal	French
873	66	uri	http://www.wikidata.org/entity/Q7252252	uri	https://en.wikipedia.org/wiki/Proust_(essay)	http://www.w3.org/2001/XMLSchema#integer	literal	3	literal	1125723203	http://www.w3.org/2001/XMLSchema#dateTime	literal	1931-01-01T00:00:00Z	en	literal	Proust	en	literal	Samuel Beckett	en	literal	English
874	0	uri	http://www.wikidata.org/entity/Q27321	uri	https://en.wikipedia.org/wiki/One_Day_in_the_Life_of_Ivan_Denisovich	http://www.w3.org/2001/XMLSchema#integer	literal	33			http://www.w3.org/2001/XMLSchema#dateTime	literal	1962-11-01T00:00:00Z	en	literal	One Day in the Life of Ivan Denisovich	en	literal	Aleksandr Solzhenitsyn	en	literal	Russian
875	1	uri	http://www.wikidata.org/entity/Q369944	uri	https://en.wikipedia.org/wiki/The_Gulag_Archipelago	http://www.w3.org/2001/XMLSchema#integer	literal	49	literal	4739174-1	http://www.w3.org/2001/XMLSchema#dateTime	literal	1973-01-01T00:00:00Z	en	literal	The Gulag Archipelago	en	literal	Aleksandr Solzhenitsyn	en	literal	Russian
876	2	uri	http://www.wikidata.org/entity/Q450330	uri	https://en.wikipedia.org/wiki/The_Red_Wheel	http://www.w3.org/2001/XMLSchema#integer	literal	7						en	literal	The Red Wheel	en	literal	Aleksandr Solzhenitsyn	en	literal	Russian
877	3	uri	http://www.wikidata.org/entity/Q599585	uri	https://en.wikipedia.org/wiki/In_the_First_Circle	http://www.w3.org/2001/XMLSchema#integer	literal	13	literal	4673925-7	http://www.w3.org/2001/XMLSchema#dateTime	literal	1968-01-01T00:00:00Z	en	literal	The First Circle	en	literal	Aleksandr Solzhenitsyn	en	literal	Russian
878	4	uri	http://www.wikidata.org/entity/Q1093483	uri	https://en.wikipedia.org/wiki/Cancer_Ward	http://www.w3.org/2001/XMLSchema#integer	literal	20	literal	4410992-1	http://www.w3.org/2001/XMLSchema#dateTime	literal	1967-01-01T00:00:00Z	en	literal	Cancer Ward	en	literal	Aleksandr Solzhenitsyn	en	literal	Russian
879	5	uri	http://www.wikidata.org/entity/Q2035850	uri	https://en.wikipedia.org/wiki/Prussian_Nights	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1974-01-01T00:00:00Z	en	literal	Prussian Nights	en	literal	Aleksandr Solzhenitsyn			
880	6	uri	http://www.wikidata.org/entity/Q3210358	uri	https://en.wikipedia.org/wiki/Matryona%27s_Place	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1963-01-01T00:00:00Z	en	literal	Matryona's Place	en	literal	Aleksandr Solzhenitsyn	en	literal	Russian
881	7	uri	http://www.wikidata.org/entity/Q3656109	uri	https://en.wikipedia.org/wiki/Two_Hundred_Years_Together	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	2001-01-01T00:00:00Z	en	literal	Two Hundred Years Together	en	literal	Aleksandr Solzhenitsyn	en	literal	Russian
