	index	book.type	book.value	article.type	article.value	linkCount.datatype	linkCount.type	linkCount.value	gndId.type	gndId.value	publicationDate.datatype	publicationDate.type	publicationDate.value	bookLabel.xml:lang	bookLabel.type	bookLabel.value	authorLabel.xml:lang	authorLabel.type	authorLabel.value	languageLabel.xml:lang	languageLabel.type	languageLabel.value	last_section_surname	nach_bookLabel.value_Bestand_Göttingen	nach_bookLabel.value_Ort_Göttingen	nach_bookLabel.value_Medium_Göttingen	nach_bookLabel.value_URL_GUK	error_nach_title	nach_bookLabel.value_last_section_surname_Bestand_Göttingen	nach_bookLabel.value_last_section_surname_Ort_Göttingen	nach_bookLabel.value_last_section_surname_Medium_Göttingen	nach_bookLabel.value_last_section_surname_URL_GUK
20	9	uri	http://www.wikidata.org/entity/Q11719936	uri	https://en.wikipedia.org/wiki/Janko_Muzykant	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1879-01-01T00:00:00Z	en	literal	Janko Muzykant	en	literal	Henryk Sienkiewicz	en	literal	Polish	Sienkiewicz	1	BBK-SLAV	Aan	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Janko Muzykant&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1	BBK-SLAV	Aan	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Janko Muzykant"" and PER Sienkiewicz&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
21	0	uri	http://www.wikidata.org/entity/Q3880861	uri	https://en.wikipedia.org/wiki/Barbarian_Odes	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1877-01-01T00:00:00Z	en	literal	Barbarian Odes	en	literal	Giosuè Carducci	en	literal	Italian	Carducci	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Barbarian Odes&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Barbarian Odes"" and PER Carducci&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
22	0	uri	http://www.wikidata.org/entity/Q3880861	uri	https://en.wikipedia.org/wiki/Barbarian_Odes	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1877-01-01T00:00:00Z	en	literal	Barbarian Odes	en	literal	Giosuè Carducci	en	literal	Italian	Carducci	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Barbarian Odes&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Barbarian Odes"" and PER Carducci&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
23	0	uri	http://www.wikidata.org/entity/Q189509	uri	https://en.wikipedia.org/wiki/The_Jungle_Book	http://www.w3.org/2001/XMLSchema#integer	literal	67	literal	4326028-7	http://www.w3.org/2001/XMLSchema#dateTime	literal	1894-01-01T00:00:00Z	en	literal	The Jungle Book	en	literal	Rudyard Kipling	en	literal	English	Kipling	50	7/052|7/140|FMAG|BBW-KJL	Aaxaz0|Aanc|AFu|Aaukf0|Aau|Aauk|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Jungle Book&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		46	7/052|7/140|FMAG|BBW-KJL	Aanc|AFu|Aaukf0|Aau|Oax	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Jungle Book"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
24	1	uri	http://www.wikidata.org/entity/Q589868	uri	https://en.wikipedia.org/wiki/Kim_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	25	literal	4443891-6	http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-01-01T00:00:00Z	en	literal	Kim	en	literal	Rudyard Kipling	en	literal	British English	Kipling	1996	FMAG	Oax|Aau|Aaa	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Kim&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		11	7/052|FMAG|BBW-DID|BBW-KJL|LS1	Aaxaz0|Aaukr|Aar|AFu|Aaukf0|Afu|Afr|Oax	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Kim"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
25	2	uri	http://www.wikidata.org/entity/Q908734	uri	https://en.wikipedia.org/wiki/The_White_Man%27s_Burden	http://www.w3.org/2001/XMLSchema#integer	literal	25			http://www.w3.org/2001/XMLSchema#dateTime	literal	1899-01-01T00:00:00Z	en	literal	The White Man's Burden	en	literal	Rudyard Kipling	en	literal	English	Kipling	12	7/029|FMAG|BBWISO	Ear|Aan|Aau|Oan	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The White Man's Burden&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The White Man's Burden"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
26	3	uri	http://www.wikidata.org/entity/Q1035138	uri	https://en.wikipedia.org/wiki/Captains_Courageous	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1897-01-01T00:00:00Z	en	literal	Captains Courageous	en	literal	Rudyard Kipling	en	literal	English	Kipling	4	TGMAG	Aaxaz0|Afr|Aauk|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Captains Courageous&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		4	TGMAG	Aaxaz0|Afr|Aauk|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Captains Courageous"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
27	4	uri	http://www.wikidata.org/entity/Q1101819	uri	https://en.wikipedia.org/wiki/The_Second_Jungle_Book	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	1895-01-01T00:00:00Z	en	literal	The Second Jungle Book	en	literal	Rudyard Kipling	en	literal	English	Kipling	14	7/052|7/029|BBW-KJL	Aaxaz0|Aan|Aar|AFu|Asu|Aau|Aauaz0|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Second Jungle Book&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		14	7/052|7/029|BBW-KJL	Aaxaz0|Aan|Aar|AFu|Asu|Aau|Aauaz0|Oax	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Second Jungle Book"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
28	5	uri	http://www.wikidata.org/entity/Q1129936	uri	https://en.wikipedia.org/wiki/The_Man_Who_Would_Be_King	http://www.w3.org/2001/XMLSchema#integer	literal	13			http://www.w3.org/2001/XMLSchema#dateTime	literal	1888-01-01T00:00:00Z	en	literal	The Man Who Would Be King	en	literal	Rudyard Kipling	en	literal	English	Kipling	2	FMAG	Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Man Who Would Be King&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Man Who Would Be King"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
29	6	uri	http://www.wikidata.org/entity/Q1247723	uri	https://en.wikipedia.org/wiki/Just_So_Stories	http://www.w3.org/2001/XMLSchema#integer	literal	14			http://www.w3.org/2001/XMLSchema#dateTime	literal	1902-01-01T00:00:00Z	en	literal	Just So Stories	en	literal	Rudyard Kipling	en	literal	English	Kipling	11	BBW-ERZ|7/029|7/052|BBW-DID|BBW-KJL	Aar|AFu|Aaukf0|Aaukz0|Aauaz0|Aau|Aaraz0|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Just So Stories&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		11	BBW-ERZ|7/029|7/052|BBW-DID|BBW-KJL	Aar|AFu|Aaukf0|Aaukz0|Aauaz0|Aau|Aaraz0|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Just So Stories"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
30	7	uri	http://www.wikidata.org/entity/Q1247778	uri	https://en.wikipedia.org/wiki/Mandalay_(poem)	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1890-01-01T00:00:00Z	en	literal	Mandalay	en	literal	Rudyard Kipling	en	literal	English	Kipling	50	7/141|BBP-THEKE|FMAG|ALS1|BBP	Aaukf|Eaua|Aau|Oax|Sau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Mandalay&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	7/029	AFu|Acu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Mandalay"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
31	8	uri	http://www.wikidata.org/entity/Q1419321	uri	https://en.wikipedia.org/wiki/If%E2%80%94	http://www.w3.org/2001/XMLSchema#integer	literal	32			http://www.w3.org/2001/XMLSchema#dateTime	literal	1910-01-01T00:00:00Z	en	literal	If—	en	literal	Rudyard Kipling	en	literal	English	Kipling	3784	FMAG	Obv|Oau|Aau|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit If—&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1	FMAG	Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""If—"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
32	9	uri	http://www.wikidata.org/entity/Q25217307	uri	https://en.wikipedia.org/wiki/Wireless_(short_story)	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1902-01-01T00:00:00Z	en	literal	Wireless	en	literal	Rudyard Kipling				Kipling	644		Oau|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Wireless&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Wireless"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
33	10	uri	http://www.wikidata.org/entity/Q30601802	uri	https://en.wikipedia.org/wiki/Rikki-Tikki-Tavi_(picture_book)	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1997-01-01T00:00:00Z	en	literal	Rikki-Tikki-Tavi	en	literal	Rudyard Kipling				Kipling	1	BBW-KJL	Aan	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Rikki-Tikki-Tavi&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1	BBW-KJL	Aan	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Rikki-Tikki-Tavi"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
34	11	uri	http://www.wikidata.org/entity/Q60786869	uri	https://en.wikipedia.org/wiki/Something_of_Myself	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Something of Myself	en	literal	Rudyard Kipling				Kipling	8	7/029	Asr|Aan|Aau|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Something of Myself&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		6	7/029	Aan|Afu|Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Something of Myself"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
35	12	uri	http://www.wikidata.org/entity/Q62010317	uri	https://en.wikipedia.org/wiki/Boots_(poem)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1903-01-01T00:00:00Z	en	literal	Boots	en	literal	Rudyard Kipling	en	literal	English	Kipling	117	BBK-ROM	Ozu|Aax|Aaukr|Aau|Oax0f|Oau|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Boots&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Boots"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
36	13	uri	http://www.wikidata.org/entity/Q106449855	uri	https://en.wikipedia.org/wiki/The_Five_Nations	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Five Nations	en	literal	Rudyard Kipling	en	literal	English	Kipling	139	7/041|FMAG|BBWISO|7/153	Abv|Aan|Aau|Obv|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Five Nations&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		4		Afr|Aar|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Five Nations"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
37	14	uri	http://www.wikidata.org/entity/Q19073450	uri	https://en.wikipedia.org/wiki/Dane-geld_(poem)	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1911-01-01T00:00:00Z	en	literal	Dane-geld	en	literal	Rudyard Kipling	en	literal	English	Kipling	6	HG-MAG	Aar|Aau|Oaxkr|Eaxk|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Dane-geld&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Dane-geld"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
38	15	uri	http://www.wikidata.org/entity/Q19724435	uri	https://en.wikipedia.org/wiki/Total_Dictation	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	Total Dictation	en	literal	Rudyard Kipling	en	literal	Russian	Kipling	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Total Dictation&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Total Dictation"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
39	16	uri	http://www.wikidata.org/entity/Q19871609	uri	https://en.wikipedia.org/wiki/The_Broken-Link_Handicap	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Broken Link Handicap	en	literal	Rudyard Kipling				Kipling	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Broken Link Handicap&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Broken Link Handicap"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
40	17	uri	http://www.wikidata.org/entity/Q19895741	uri	https://en.wikipedia.org/wiki/The_Seven_Seas_(poetry_collection)	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1896-01-01T00:00:00Z	en	literal	The Seven Seas	en	literal	Rudyard Kipling	en	literal	English	Kipling	48	7/029|ALS1|FMAG	Aaukf|Aaukr|Aan|Aau|Aauk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Seven Seas&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	HG-MAG	Asu|Afr|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Seven Seas"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
41	18	uri	http://www.wikidata.org/entity/Q16385760	uri	https://en.wikipedia.org/wiki/From_Sea_to_Sea_and_Other_Sketches,_Letters_of_Travel	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	From Sea to Sea and Other Sketches, Letters of Travel	en	literal	Rudyard Kipling				Kipling	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit From Sea to Sea and Other Sketches, Letters of Travel&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""From Sea to Sea and Other Sketches, Letters of Travel"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
42	19	uri	http://www.wikidata.org/entity/Q16386300	uri	https://en.wikipedia.org/wiki/In_the_House_of_Suddhoo	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	In the House of Suddhoo	en	literal	Rudyard Kipling				Kipling	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit In the House of Suddhoo&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""In the House of Suddhoo"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
43	20	uri	http://www.wikidata.org/entity/Q18162277	uri	https://en.wikipedia.org/wiki/The_Ship_that_Found_Herself	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Ship that Found Herself	en	literal	Rudyard Kipling				Kipling	2		Oaxkr	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Ship that Found Herself&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Ship that Found Herself"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
44	21	uri	http://www.wikidata.org/entity/Q19026203	uri	https://en.wikipedia.org/wiki/Many_Inventions	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Many Inventions	en	literal	Rudyard Kipling				Kipling	64	7/029|FMAG	Eaxkr|Aan|Aau|Oaxkr|Afu|Oaxkf|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Many Inventions&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		2	7/029	Aau|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Many Inventions"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
45	22	uri	http://www.wikidata.org/entity/Q1517178	uri	https://en.wikipedia.org/wiki/The_Light_That_Failed	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1891-01-01T00:00:00Z	en	literal	The Light That Failed	en	literal	Rudyard Kipling	en	literal	English	Kipling	5	7/041|BBWISO	Aau|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Light That Failed&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		2		Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Light That Failed"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
46	23	uri	http://www.wikidata.org/entity/Q1820680	uri	https://en.wikipedia.org/wiki/Rikki-Tikki-Tavi	http://www.w3.org/2001/XMLSchema#integer	literal	17			http://www.w3.org/2001/XMLSchema#dateTime	literal	1893-01-01T00:00:00Z	en	literal	Rikki-Tikki-Tavi	en	literal	Rudyard Kipling	en	literal	English	Kipling	1	BBW-KJL	Aan	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Rikki-Tikki-Tavi&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1	BBW-KJL	Aan	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Rikki-Tikki-Tavi"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
47	24	uri	http://www.wikidata.org/entity/Q3120849	uri	https://en.wikipedia.org/wiki/Gunga_Din	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1892-01-01T00:00:00Z	en	literal	Gunga Din	en	literal	Rudyard Kipling	en	literal	English	Kipling	1	FMAG	Aauk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Gunga Din&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Gunga Din"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
48	25	uri	http://www.wikidata.org/entity/Q3484772	uri	https://en.wikipedia.org/wiki/Plain_Tales_from_the_Hills	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1888-01-01T00:00:00Z	en	literal	Plain Tales from the Hills	en	literal	Rudyard Kipling	en	literal	English	Kipling	6	7/029	AFu|Aau|Oax|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Plain Tales from the Hills&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		5	7/029	AFu|Oax|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Plain Tales from the Hills"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
49	26	uri	http://www.wikidata.org/entity/Q3520979	uri	https://en.wikipedia.org/wiki/The_Fringes_of_the_Fleet	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	The Fringes of the Fleet	en	literal	Rudyard Kipling				Kipling	2		AFu|Aar	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Fringes of the Fleet&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Fringes of the Fleet"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
50	27	uri	http://www.wikidata.org/entity/Q3790833	uri	https://en.wikipedia.org/wiki/Mowgli%27s_Brothers	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1894-01-01T00:00:00Z	en	literal	Mowgli's Brothers	en	literal	Rudyard Kipling	en	literal	English	Kipling	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Mowgli's Brothers&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Mowgli's Brothers"" and PER Kipling&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
